Ticker,Interval,TimestampEst,Open,Close,High,Low,AdjClose,Volume
U,1d,2020-09-18,75.0,68.3499984741211,76.79000091552734,67.0,68.3499984741211,20621000
U,1d,2020-09-21,67.11000061035156,72.95999908447266,73.9800033569336,65.11000061035156,72.95999908447266,5055200
U,1d,2020-09-22,76.63999938964844,84.81999969482422,84.9800033569336,75.11000061035156,84.81999969482422,6893700
U,1d,2020-09-23,88.66999816894531,81.8499984741211,88.87999725341797,79.9000015258789,81.8499984741211,4343900
U,1d,2020-09-24,77.75,83.19999694824219,83.88999938964844,75.69999694824219,83.19999694824219,2487200
U,1d,2020-09-25,84.79000091552734,89.8499984741211,93.36000061035156,84.25,89.8499984741211,3681700
U,1d,2020-09-28,94.45999908447266,95.80000305175781,100.0,94.0999984741211,95.80000305175781,3999900
U,1d,2020-09-29,98.16000366210938,94.91999816894531,102.62999725341797,93.5,94.91999816894531,2814000
U,1d,2020-09-30,94.9000015258789,87.27999877929688,96.36000061035156,85.02999877929688,87.27999877929688,3670700
U,1d,2020-10-01,89.33000183105469,84.55999755859375,90.97000122070312,83.5,84.55999755859375,4530800
U,1d,2020-10-02,81.55000305175781,83.52999877929688,87.61900329589844,81.55000305175781,83.52999877929688,2771300
U,1d,2020-10-05,85.83000183105469,84.0,85.8489990234375,82.30000305175781,84.0,1260500
U,1d,2020-10-06,84.61000061035156,82.79000091552734,84.76000213623047,82.70999908447266,82.79000091552734,1014400
U,1d,2020-10-07,84.04000091552734,88.6500015258789,89.5,83.75800323486328,88.6500015258789,1767800
U,1d,2020-10-08,91.19000244140625,91.4000015258789,93.5,88.80000305175781,91.4000015258789,1892900
U,1d,2020-10-09,92.8499984741211,99.11000061035156,100.41999816894531,92.69999694824219,99.11000061035156,2587700
U,1d,2020-10-12,100.12999725341797,90.0,101.0,89.80000305175781,90.0,3868000
U,1d,2020-10-13,92.3499984741211,92.11000061035156,94.77999877929688,91.0,92.11000061035156,2000700
U,1d,2020-10-14,93.5199966430664,90.0199966430664,96.0999984741211,89.19999694824219,90.0199966430664,2196100
U,1d,2020-10-15,88.19999694824219,91.43000030517578,93.38999938964844,87.0,91.43000030517578,1362700
U,1d,2020-10-16,92.19000244140625,92.55999755859375,93.5999984741211,90.87799835205078,92.55999755859375,958600
U,1d,2020-10-19,94.0,89.30000305175781,95.4000015258789,88.20999908447266,89.30000305175781,1669100
U,1d,2020-10-20,89.83000183105469,87.1500015258789,90.62000274658203,86.0999984741211,87.1500015258789,1224800
U,1d,2020-10-21,87.2699966430664,91.0,91.2699966430664,87.2699966430664,91.0,1270200
U,1d,2020-10-22,90.81999969482422,100.95999908447266,101.0,88.27999877929688,100.95999908447266,4738100
U,1d,2020-10-23,101.0,97.27999877929688,103.97000122070312,93.0,97.27999877929688,3246200
U,1d,2020-10-26,98.0,99.95999908447266,103.48999786376953,91.62999725341797,99.95999908447266,2933300
U,1d,2020-10-27,100.0,104.0,108.3499984741211,95.5,104.0,5984300
U,1d,2020-10-28,100.0,99.76000213623047,102.0,96.19999694824219,99.76000213623047,2391500
U,1d,2020-10-29,101.79000091552734,108.83999633789062,109.27999877929688,98.5,108.83999633789062,2805300
U,1d,2020-10-30,105.80999755859375,94.87999725341797,107.30000305175781,92.22000122070312,94.87999725341797,5100700
U,1d,2020-11-02,96.66999816894531,94.12999725341797,98.69000244140625,93.37100219726562,94.12999725341797,2514500
U,1d,2020-11-03,96.0,98.06999969482422,99.5,94.5999984741211,98.06999969482422,2161600
U,1d,2020-11-04,101.80999755859375,106.44999694824219,106.87999725341797,100.5,106.44999694824219,2788900
U,1d,2020-11-05,110.0,110.76000213623047,112.79000091552734,107.2300033569336,110.76000213623047,2106600
U,1d,2020-11-06,110.5,119.0,119.87999725341797,108.1500015258789,119.0,1727700
U,1d,2020-11-09,116.87999725341797,102.8499984741211,117.02999877929688,102.41000366210938,102.8499984741211,3158700
U,1d,2020-11-10,106.05999755859375,99.66000366210938,106.19000244140625,98.0,99.66000366210938,2447100
U,1d,2020-11-11,102.76000213623047,105.58000183105469,106.5,101.52999877929688,105.58000183105469,1663700
U,1d,2020-11-12,105.0,101.73999786376953,106.53199768066406,99.50499725341797,101.73999786376953,2937000
U,1d,2020-11-13,100.0,114.7699966430664,116.86000061035156,100.0,114.7699966430664,4769700
U,1d,2020-11-16,109.0,111.51000213623047,112.5,105.37000274658203,111.51000213623047,4675000
U,1d,2020-11-17,107.83000183105469,118.05000305175781,122.94999694824219,107.83000183105469,118.05000305175781,3710800
U,1d,2020-11-18,119.19000244140625,115.01000213623047,119.2699966430664,113.51000213623047,115.01000213623047,1897200
U,1d,2020-11-19,115.01000213623047,116.30999755859375,118.5,114.0,116.30999755859375,1663800
U,1d,2020-11-20,117.30999755859375,122.80000305175781,124.18000030517578,116.34100341796875,122.80000305175781,2688000
U,1d,2020-11-23,123.30999755859375,129.39999389648438,129.8699951171875,122.5999984741211,129.39999389648438,2100800
U,1d,2020-11-24,130.97000122070312,129.0399932861328,133.85000610351562,126.0,129.0399932861328,1724900
U,1d,2020-11-25,130.0,137.4600067138672,138.947998046875,128.0,137.4600067138672,1539800
